timestamp,open,close,changePercent
2019-12-19 09:45:00,154.5550,154.7200,-0.10675811199895961
2019-12-19 09:50:00,154.7200,154.6200,0.06463288521199219
2019-12-19 09:55:00,154.6350,154.4800,0.10023603970640614
2019-12-19 10:00:00,154.4700,154.5050,-0.022658121318053077
2019-12-19 10:05:00,154.5050,154.4400,0.04206983592763842
2019-12-19 10:10:00,154.4400,154.4850,-0.029137529137539444
2019-12-19 10:15:00,154.4849,154.3700,0.07437620116917949
2019-12-19 10:20:00,154.3750,154.4450,-0.045344129554651454
2019-12-19 10:25:00,154.4450,154.5000,-0.03561138269287243
2019-12-19 10:30:00,154.5000,154.6200,-0.07766990291262431
2019-12-19 10:35:00,154.6400,154.3500,0.1875323331608847
2019-12-19 10:40:00,154.3501,154.4200,-0.04528665676276845
2019-12-19 10:45:00,154.4100,154.4701,-0.03892234958876083
2019-12-19 10:50:00,154.4700,154.4700,0.0
2019-12-19 10:55:00,154.4600,154.4286,0.0203288877379381
2019-12-19 11:00:00,154.4200,154.4700,-0.03237922548893367
2019-12-19 11:05:00,154.4700,154.4550,0.009710623422014862
2019-12-19 11:10:00,154.4550,154.5766,-0.07872843222945247
2019-12-19 11:15:00,154.5758,154.5050,0.04580277119703816
2019-12-19 11:20:00,154.5089,154.5000,0.005760185982821204
2019-12-19 11:25:00,154.5085,154.7500,-0.1563020804680662
2019-12-19 11:30:00,154.7500,154.7730,-0.014862681744747096
2019-12-19 11:35:00,154.7700,154.7800,-0.006461200491045361
2019-12-19 11:40:00,154.7750,154.8455,-0.04554999192374825
2019-12-19 11:45:00,154.8450,154.7400,0.06780974522909347
2019-12-19 11:50:00,154.6600,154.8100,-0.09698693909220593
2019-12-19 11:55:00,154.8000,154.9000,-0.0645994832041307
2019-12-19 12:00:00,154.9000,154.9300,-0.019367333763719262
2019-12-19 12:05:00,154.9250,155.1300,-0.13232209133450643
2019-12-19 12:10:00,155.1354,155.0666,0.04434835633904975
2019-12-19 12:15:00,155.0699,154.9973,0.04681759645166098
2019-12-19 12:20:00,154.9900,155.1050,-0.07419833537646343
2019-12-19 12:25:00,155.1000,155.1084,-0.005415860735006211
2019-12-19 12:30:00,155.1000,155.0825,0.011283043197926553
2019-12-19 12:35:00,155.0800,155.0000,0.05158627805004675
2019-12-19 12:40:00,154.9901,155.0250,-0.02251756725106524
2019-12-19 12:45:00,155.0250,155.0150,0.006450572488320805
2019-12-19 12:50:00,155.0108,155.0129,-0.0013547443145979954
2019-12-19 12:55:00,155.0200,154.9700,0.03225390272223672
2019-12-19 13:00:00,154.9700,154.9900,-0.012905723688462432
2019-12-19 13:05:00,154.9800,154.9743,0.003677893921790082
2019-12-19 13:10:00,154.9750,154.9798,-0.003097273753842384
2019-12-19 13:15:00,154.9800,155.0100,-0.019357336430507896
2019-12-19 13:20:00,155.0100,155.1300,-0.07741436036385044
2019-12-19 13:25:00,155.1250,155.1500,-0.016116035455281667
2019-12-19 13:30:00,155.1561,155.1950,-0.0250715247418464
2019-12-19 13:35:00,155.1954,155.1850,0.006701229546754725
2019-12-19 13:40:00,155.1900,155.2072,-0.011083188349766446
2019-12-19 13:45:00,155.2100,155.2269,-0.010888473680814758
2019-12-19 13:50:00,155.2250,155.2644,-0.025382509260750873
2019-12-19 13:55:00,155.2700,155.2900,-0.012880788304232504
